PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
0,Argentina,,2020-07-09,0,4,1,2,4,2,4,3,0,1,2,2
0,Argentina,,2020-07-10,0,4,1,2,4,2,4,3,0,1,2,2
0,Argentina,,2020-07-11,0,4,1,2,4,2,4,3,0,1,2,2
0,Argentina,,2020-07-12,0,4,1,2,4,2,4,3,0,1,2,2
0,Argentina,,2020-07-13,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-14,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-15,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-16,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-17,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-18,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-19,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-20,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-21,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-22,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-23,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-24,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-25,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-26,3,3,4,5,1,4,5,5,0,0,4,4
0,Argentina,,2020-07-27,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-07-28,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-07-29,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-07-30,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-07-31,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-01,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-02,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-03,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-04,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-05,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-06,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-07,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-08,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-09,4,0,1,4,3,3,4,1,1,3,4,5
0,Argentina,,2020-08-10,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-11,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-12,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-13,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-14,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-15,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-16,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-17,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-18,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-19,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-20,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-21,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-22,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-23,1,1,3,3,0,3,2,1,5,0,5,1
0,Argentina,,2020-08-24,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-25,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-26,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-27,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-28,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-29,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-30,5,5,5,0,3,4,2,5,1,4,5,0
0,Argentina,,2020-08-31,5,5,5,0,3,4,2,5,1,4,5,0
