PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
0,Afghanistan,,2021-02-02,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-03,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-04,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-05,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-06,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-07,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-08,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-09,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-10,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-11,5,5,5,5,5,5,5,5,5,5,1,5
0,Afghanistan,,2021-02-12,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-13,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-14,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-15,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-16,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-17,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-18,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-19,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-20,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-21,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-22,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-23,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-24,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-25,5,5,5,4,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-02-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-01,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-02,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-03,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-04,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-05,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-06,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-07,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-08,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-09,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-10,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-11,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-12,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-13,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-14,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-15,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-16,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-17,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-18,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-19,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-26,5,5,1,5,4,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-27,5,5,1,5,4,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-28,5,5,1,5,4,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-29,5,5,1,5,4,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-30,5,5,1,5,4,5,5,5,5,5,5,5
0,Afghanistan,,2021-03-31,5,5,1,5,4,5,5,5,5,5,5,5
