PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
0,Albania,,2020-07-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-29,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-30,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-07-31,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-01,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-02,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-03,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-04,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-05,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-06,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-07,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-08,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-09,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-10,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-11,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-12,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-13,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-14,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-15,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-16,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-17,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-18,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-19,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-29,5,5,5,5,5,5,5,5,5,5,5,5
0,Albania,,2020-08-30,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-01,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-02,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-03,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-04,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-05,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-06,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-07,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-08,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-09,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-10,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-11,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-12,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-13,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-14,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-15,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-16,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-17,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-18,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-19,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-29,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-06-30,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-01,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-02,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-03,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-04,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-05,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-06,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-07,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-08,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-09,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-10,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-11,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-12,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-13,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-14,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-15,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-16,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-17,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-18,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-19,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-29,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-30,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-07-31,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-01,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-02,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-03,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-04,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-05,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-06,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-07,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-08,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-09,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-10,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-11,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-12,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-13,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-14,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-15,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-16,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-17,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-18,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-19,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-20,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-21,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-22,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-23,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-24,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-25,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-26,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-27,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-28,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-29,5,5,5,5,5,5,5,5,5,5,5,5
0,Algeria,,2020-08-30,5,5,5,5,5,5,5,5,5,5,5,5
0,Andorra,,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-10,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0
0,Andorra,,2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0
